naked , respected
effective, obnoxious
henry, unacceptable
ok , prosperous
exactly, many 
elegant , massive
adapted, vibrant 
impressed , transient
foxy, funny 
interdisciplinary, right 
sensible, skinny 
curious , well-lit
advised, young 
awake, present 
responsible , suicidal
dominant, sorry 
heeded, humble 
dismissed, enthusiastic 
deprived, western
excited , newer
rough, thorough 
impossible , perpetual
serious, willing 
sexy , western
off , recognizing
unspecified, visible 
intense, northeastern
hilarious, unavailable
other, strange 
appealing , challenges
longitude, neat 
empty , thoughtful
bored, limited 
opposite , undeniable
cool, wide-open
delicious , tenacious
passionate , sunny
broader, green 
embarrassed , stranger
annoying , occurring
full , prevailing
dangerous , enforceable
aging, wild 
able , initial
frozen , sensational
light , participants
others, steep
pilot-tested, sweet 
grouchy, wet 
anymore, moist 
government-owned, sad 
mainly, ridiculous
ail, massive 
coming, flexible 
arbitrary, happy
assured, fine
disconcerting, friendly 
obscene, really
familiar , insufferable
american , chilly 
fiine, timely 
beautifui, closed 
legit , selfevident
normal , stir-crazy
lazy , unrealistic
outstanding, steep
intimate, moronic
panicky, young 
dark , picky 
clean, try
delicate, empty
owned, terrific 
application, just
efficient , hideous
dumb, upset 
clean, racked
advisable, necessary 
easy , fun 
aware , weil
between, drunk 
just, unimpressive
complimentary , wiser
hiv, potential 
knackered, remarkable 
brand-new, unbelievable 
overridden, several
energy-efficient, further 
legibly, super 
fun , long-lived
above-mentioned, active 
determining, romantic
sized , well-positioned
north, ok 
corresponding, skinny 
advanced, authentic 
clean, sad
fantastic , unaffected
affordable , audacious
aware, wonderful 
interesting , minimal
lazy , typical
delighted , regrettable
horrendous , well
adequate, nice
nutty, tight 
remarkable , skilled
minor, terrific 
disgraceful, numerous 
stringent, super 
conscious, slight 
moist , unabated
identifiable, significant 
appointed, new 
best, unpredictable
leading, wild 
blunt, trained 
embarrassed , formed
informative, unconscionable
following , know
eastern , extinct
far , poisonous
grown-up, negative
drunk , steady
awareness-raising, busy 
greener, really
spectacular , sunnier
equal, liked
off , worldwide
general, well-represented
sad , unspoiled
lesser, warm 
over-optimistic, specific 
efficacy, various 
frozen , widely
allergic, passionate 
enormous , integral
reason, young 
asian , stressful
thoughtful , unwarranted
old, used
commonplace, remarkable 
ionely, tiny 
pathetic , personally
appealing , minimum
accurate, helpful
co-operation, disappointing 
adequate , mixed
big , young
crazy , financed
heinous, unique 
skinny , usual 
less-favoured, uneven 
accelerating, irritated
connected, physical
hands-on, late 
correct, phenomenal
essentially, particular
overheated, smart
nasty , u.s.
flammable, sophisticated
daily, sure 
numerous , southwestern
pleasant , well-planned
afterwards, outside 
difficult , heartbroken
dangerous , polite
modern , unworkable
convenient , safe
same , scientifically
complex, delicate 
seropositive, similar 
drunk , one-sided
lovely , wonderfui
amusing, special
durable, incompetent
freest, soft 
self-serving, unhappy 
freedom, popular 
set, spectacular 
defenceless, last 
simple , turned
sluggish, wonderful 
concrete, unbelievable 
charming , sleepy
better-iooking, unbelievable 
apolitical, mixed 
next, resolute
chloe, competitive 
happy, perfect 
asian , underpaid
flawless , irrational
handy , patient 
appealing , crafted
periodic, rude
professional , refreshing 
bottled , laddie
angry , contemplated
big , hateful
slight , thankful
galore, necessary 
heavier, true 
kinda, outrageous 
exempt, sad 
enthusiastic , fastest
handicapped, typical
efficient , non-compensatory
appealing , pluralistic
consistent , kind 
sad , sick 
humiliating, updated 
faithful, unbelievable 
ridiculous, well-documented
lucky , nasty 
heartbroken, similar 
bright , every
adorable , satisfying
happy, unlawful
daily , luminous
acceptable , longitude
-lnteresting, vibrant 
detailed , operational
above, perfectly
last , subtler
everybody, opposite 
recurrent, slight 
-good, main
irritated, knowledgeable 
liquid, updated 
modern , unanimous
comforting, slight
copacetic, regular 
significant , timed
live , unique
fine , nathan
quick , structured
loyal , modern
classic , well-balanced
majeure, romantic
early , improving
empty, obtainable
insensitive, third 
frustrated, loyal 
efficient , southwestern
ineligible, unacceptable
reason, satisfied 
apace, direct 
adamant, next
daily , miserable 
dark, else
alien, empty 
interesting , wierd
held, thankful 
anonymous, sexy 
possible, unscathed
-surprised, relaxed 
long , sizable
crazy , glad 
clean, distressing
guilty , patentable
currently, left
incongruous, remarkable 
embarrassed , plausible
loud , senseless
comfortable , innocuous
elusive, open 
central , magical
awkward , distinctive
intimidating, unbelievable 
passionate , term
detailed , evident
familiar , spaced
light , stubborn
pretentious , wild 
messy , need-to-know
interested, somewhat
abnormal, frustrating 
absolute, vice-chairperson
countless, patience
modern , sizable
exhausted, responsive 
patronizing, tall 
accurate , handling
ignored, unexpected 
comfy , junior
funny , marine
first, unethical
entertaining, frail
unhappy , value
dry, later 
high , inadmissible
daily , distressing
modern , wrecked
amazing, cost-effectively
several, undemocratic
linked, social
affordable , peaceful 
determinative, interested
actual, scared
disappointing , ready 
overlooked, sophisticated
persistent, simple 
awful , relevant
inexpensive , squeamish
cool, toasted
overloaded, unique 
dry , yo
applied, warm 
empty, reachable
narrow, welcome 
chilly , dead
admiral, prepared
bright , toast
genuine , shitless
defective, ok 
else, met
enormous , mental
few, upset 
countless, delicate 
close , immediately
steep, unpleasant 
intractable, scrumptious 
responsible , silly
awful, classy
american , intractable
countless, weirder
greedy, weak
established, tricky 
independent , treaty
impressed , individual
careful, turned
new , stress-related
lazy , vice-chair
off , weirder
american , recognizes
inside, particular
equal, optimistic
aggressive , tailored
adequate , tired
skilled , unnecessary
nascent, stupid 
kinda , published
broad, talented 
same , sure 
excited , serene
cheapest, mixed 
contentious, delightful 
messy , resilient
admirable, central 
dopey, large 
comforting, medium-sized
incredible , infamous
interdisciplinary, necessary 
down, super 
certain , nonexistent
kind , mixed
easy, sure
fucked, lit 
plain , suddenly
good, smart
cynical, east 
domestic, personal 
difficult , functioning
sure, vigorous
convenient , discrete
partial, results-oriented
cute , gross 
high , vital
psychological, reasonable 
clarified, weak
higher, unhappy 
adjacent , own 
down, specific 
little , stupider
difficult , jump
definite , unchangeable
drier, quiet
characteristic, fitting 
authentic, bright 
smart, unsettled
culturally, questionable 
plentiful , relatively
overwhelmed , thirds
bad , dark
advised, frequent 
private, solidarity
super , underway
curious , open
gigantic , shared
picky , well-protected
conscientious, small
best, refreshing 
conceivable, hilarious
business-friendly, kinda 
boring , critical
fraudulent, lousy 
diligent, quick 
hence, social
quick , respectful
generous , see-through
fascinating, horrendous 
beautiful , grateful
female, multifocal
peaceful , switching
pleased, professional 
lovely , truth
dubious, top
further , infallible
professional, quiet
disproportionate, messy 
enduring, tasty 
same , something
blurred, loyal 
nervous , topic
middle, wild 
eastern , recommended 
genuine, odd 
checked, popular 
horrid, overwhelmed 
apparent , nicer 
new, terrific 
elegant , wack
cheesy, pathway
hooked , interested
rotten, various 
premier, pretentious 
pure, use
lit , rugged
appointed, ready 
glad , reiterate
legit , populated
detailed, just
contemptible, steep
french , limited
culpable, great 
competent, submitted
hooked , multi-dimensional
displacement, plentiful 
overweight, sized 
opposite , tacky
sophisticated, symbolic
enchanting, main 
humble , realizing
expensive, furious
fast, tall
distinguished, french 
furthermore, sexy 
humid, smart
sharp , unsuccessful
away, immediate 
revised, serious 
fast , incompatible
booming, quality 
equal, looking
stressful , wonderful
nice, simple
humane, out
odd , uniformed
chilly , identify
uneven , unsettled
awesome , pleased
stunning, understandable
positive, wrecked
equivocal, steep
enhancement, perfect 
legit , next
equal, hiv-infected
human, moist 
overall, wise
brief , formally
detailed, empty 
created, heavy 
atrocious, relaxing
frightening, questionable 
dishonest, human 
flawless , historical
old , stronger
awkward , mama
amazing, medium-sized
interested, ready
accurate , noteworthy
bitter , often
fast, unequal
foolish, stylish 
following , state-run
-so, comforting
cabbage, little 
current , risky
loyal, phenomenal 
damaging, opposite 
problem, terrific 
easy , wierd
closest, comfy 
opposite, past
experienced , open-ended
beautiful , feeble
high-quality, negative
convenient , unpublished
fast , shoot
short , subject
small , unified
great, similarly
fatter, tight 
entertaining, interminable
dangerous , newborn
five, willing 
distant, lively 
ready , true
silly , use
light , lowest
misguided, proud 
adaptable, tall 
fanta, minimal
okay , random
decided, great
helpful, privileged
constant, many
cool, ravenous
added, thick 
amazed, delighted 
lighter, rude 
well-received, willing 
patient , possibly
almighty, gorgeous
familiar , impracticable
lean, terrible 
countless, then
than, vast
antsy, first
little , unsavory
dismal, uneven 
insubstantial, natural 
identified, reasonable 
bright, central 
hollow, main
alive, wack
bad , export
level, reasonable 
armed, crowded
acquainted, spectacular 
ageing, excellent 
crushed, hard 
maximum, nasty 
frozen , rude
insane , tricky 
bolder, serious 
below, delighted 
improvement, patient 
humid, legit 
terrifying, wide 
unequivocal, upset 
comfortable , updated
married , under-funded
definite , liquid
operative, rich
lovely , safest
delighted , in-depth
direct , rusty
out, profound
knowledgeable , severe
wonderful , yummy
following , upset
human , modernized
direct , volatile
magical, omnipresent
icy, massive 
amazing, granted
confusing, justifiable
pluralistic, unique 
daily , energy-efficient
overlooked, wild 
destabilizing, vegas 
additional, bad 
amazing , flourishing
especiaily, past
following , principally
appropriate , cooler
fall, grateful 
disappointing, safe 
massive , riveting
prescriptive, unfortunate 
sharp , well-protected
actual, reliable 
looser, scrumptious 
african, real 
monumental, real 
sharp , vice-chairman
based, boring 
cleaner, fast
pitch-black, understandable
familiar , ridonc
gross , inspirational
painful, staff
dorky, ready 
do, responsive 
basic , unwholesome
frequent , sloppy
actionable, great 
fake, grass-roots
live , sixteen
noisy, self-reliant
affordable, enough 
keen, private
heavy , strengthening
chilly , troublesome
ill-defined, wise
several, wanted
top , unsanitary
next , same
mid-sized, plain 
crazy , scary
grimmer, honest
few , later
former, good 
diseased, korean
creative , last 
expensive, legality
everything, independent 
adorable , amazing 
equal, majeure
acceptable , indiscreet
acclaimed, stupid 
thirteen, trained 
easy , forever
slightly, sure
dismal, smart
classic , feasible
cold , off-site
gigantic , heavy
complicated, rough 
detailed , worried
experienced , in-house
new , painful
-lnteresting, reasonable
duty-bound, horrible
aggressive, naked 
irate, small
died, outrageous 
easy , separate
further , insurmountable
extensive, unnatural
mainstream, real 
later , stagnant
confusing, dedicated
pristine, unnecessary
hey, light 
cold, roll
craze, horrible
diversified, miserable 
dirty , trivial
adversarial, constant
delighted , varying
importantly, multiple 
left, prevalent
soft , vice-chairman
constructive, top 
conducive, sorry 
lively, spectacular 
bitter , mama
preferential, sweet 
naughty, regular 
egocentric, neat 
casual, main
only , potential
impressive , lonesome
numerous , sophisticated
formerly, gracious
exposed, lazy 
upstanding, worth 
major , suited
require, similar 
ordinary , wanted
large , recommendable
modern , senseless
busy , hooked
perfect , stranger
dumb , well-known
convincing, grateful 
